"County Code","County","CO 2nd Max 1-hr","CO 2nd Max 8-hr","NO2 98th Percentile 1-hr","NO2 Mean 1-hr","Ozone 2nd Max 1-hr","Ozone 4th Max 8-hr","SO2 99th Percentile 1-hr","SO2 2nd Max 24-hr","SO2 Mean 1-hr","PM2.5 98th Percentile 24-hr","PM2.5 Weighted Mean 24-hr","PM10 2nd Max 24-hr","PM10 Mean 24-hr","Lead Max 3-Mo Avg"
"47141","Putnam County, TN",".",".",".",".",".",".",".",".",".","38","14.4",".",".","."
"47145","Roane County, TN",".",".",".",".",".",".","56","11","2","33","15.4","44","26","."
"47149","Rutherford County, TN",".",".",".",".","0.09","0.079",".",".",".",".",".",".",".","."
"47155","Sevier County, TN",".",".",".",".","0.1","0.079",".",".",".",".",".",".",".","."
"47157","Shelby County, TN","3.8","2.8","25","3","0.11","0.082","118","37","5","42","14.9","60","30","."
"47161","Stewart County, TN",".",".",".",".",".",".","35","8","2",".",".",".",".","."
"47163","Sullivan County, TN","2.4","1.3","72","12","0.1","0.083","188","39","6","32","15",".",".","."
"47165","Sumner County, TN",".",".",".",".","0.1","0.083",".",".",".","41","14.8",".",".","."
"47173","Union County, TN",".",".",".",".",".",".",".",".",".",".",".","96","34","."
"47187","Williamson County, TN",".",".",".",".","0.09","0.076",".",".",".",".",".",".",".","."
"47189","Wilson County, TN",".",".",".",".","0.09","0.081",".",".",".",".",".",".",".","."
"48029","Bexar County, TX","3.7","2.7","57","17","0.11","0.086",".",".",".",".",".","72","22","."
"48037","Bowie County, TX",".",".",".",".",".",".",".",".",".","31","13.1",".",".","."
"48039","Brazoria County, TX",".",".","40","9","0.13","0.093",".",".",".",".",".",".",".","."
"48043","Brewster County, TX",".",".",".",".","0.07","0.066",".",".",".","17","6.5",".",".","."
"48061","Cameron County, TX","3.4","1.7",".",".","0.08","0.067",".",".",".","22","10","139","29","."
"48085","Collin County, TX",".",".",".",".","0.11","0.093",".",".",".",".",".",".",".","."
"48109","Culberson County, TX",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"48113","Dallas County, TX","4.1","2.6","57","17","0.12","0.095","12","4","1","29","14.2","54","31","."
"48121","Denton County, TX",".",".","42","10","0.12","0.094",".",".",".",".",".",".",".","."
"48135","Ector County, TX",".",".",".",".",".",".",".",".",".","20","7.7",".",".","."
"48139","Ellis County, TX",".",".","46","11","0.1","0.081","105","27","3","28","12.2",".",".","."
"48141","El Paso County, TX","11.5","5.4","73","17","0.13","0.081","15","8","2","41","22.9","208","66","."
"48167","Galveston County, TX",".",".","49","5","0.11","0.081","75","30","3","21","10.5","41","20","."
"48183","Gregg County, TX",".",".","30","7","0.11","0.088","68","10","1","30","12.5",".",".","."
"48201","Harris County, TX","3.8","2.6","64","19","0.16","0.102","94","27","7","30","16.4","137","49","."
"48203","Harrison County, TX",".",".","25","4","0.09","0.084",".",".",".","30","15","35","18","."
"48209","Hays County, TX",".",".","20","2","0.08","0.072",".",".",".",".",".",".",".","."
"48215","Hidalgo County, TX",".",".",".",".","0.08","0.069",".",".",".","26","11.2","64","27","."
"48221","Hood County, TX",".",".",".",".","0.1","0.084",".",".",".",".",".",".",".","."
"48231","Hunt County, TX",".",".","37","7","0.09","0.081",".",".",".",".",".",".",".","."
"48243","Jeff Davis County, TX",".",".",".",".",".",".",".",".",".","12","4.3",".",".","."
"48245","Jefferson County, TX","2.8","1.3","39","9","0.11","0.083","85","25","4","36","15",".",".","."
"48251","Johnson County, TX",".",".",".",".","0.1","0.09",".",".",".",".",".",".",".","."
"48257","Kaufman County, TX",".",".","32","5","0.09","0.077","15","4","1","30","12.5",".",".","."
"48273","Kleberg County, TX",".",".",".",".",".",".",".",".",".","20","11.1",".",".","."
"48303","Lubbock County, TX",".",".",".",".",".",".",".",".",".","22","9",".",".","."
"48339","Montgomery County, TX",".",".","41","7","0.12","0.084",".",".",".","25","12.2",".",".","."
"48355","Nueces County, TX",".",".",".",".","0.09","0.068","47","12","2","32","11","45","24","."
"48361","Orange County, TX",".",".","36","7","0.1","0.078",".",".",".","35","12.5",".",".","."
"48367","Parker County, TX",".",".",".",".","0.13","0.097",".",".",".",".",".",".",".","."
"48375","Potter County, TX",".",".",".",".",".",".",".",".",".","22","7.7",".",".","."
"48397","Rockwall County, TX",".",".",".",".","0.1","0.081",".",".",".",".",".",".",".","."
"48423","Smith County, TX",".",".","26","5","0.1","0.083",".",".",".",".",".",".",".","."
"48439","Tarrant County, TX","7.5","2.5","57","14","0.13","0.103",".",".",".","27","13.2","43","21","."
"48453","Travis County, TX","1","0.7","36","5","0.1","0.082","9","2","0","23","10.2","33","19","."
"48469","Victoria County, TX",".",".",".",".","0.09","0.071",".",".",".",".",".",".",".","."
"48479","Webb County, TX","5","3",".",".","0.08","0.064",".",".",".",".",".","95","27","."
"49003","Box Elder County, UT",".",".",".",".","0.11","0.079",".",".",".","26","7.8",".",".","."
"49005","Cache County, UT",".",".","58","20","0.08","0.069","7","4","1","62","13","88","24","."
"49011","Davis County, UT",".",".","64","19","0.12","0.092","24","6","2","35","9.9","75","25","."
"49013","Duchesne County, UT",".",".",".",".",".",".",".",".",".",".",".","20","8","."
"49017","Garfield County, UT",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"49035","Salt Lake County, UT","5.5","3.6","63","23","0.12","0.086","65","12","3","44","14.1","123","37","."
"49037","San Juan County, UT",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"49045","Tooele County, UT",".",".",".",".","0.09","0.08",".",".",".","46","9",".",".","."
"49047","Uintah County, UT",".",".",".",".",".",".",".",".",".",".",".","17","6","."
"49049","Utah County, UT","4.7","2.9","56","21","0.11","0.08",".",".",".","37","10","77","25","."
"49053","Washington County, UT",".",".",".",".","0.12","0.091",".",".",".",".",".",".",".","."
"49055","Wayne County, UT",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"49057","Weber County, UT","16.5","5.3","61","24","0.11","0.084",".",".",".","31","10.5","89","23","."
"50001","Addison County, VT",".",".",".",".",".",".",".",".",".","31","9.7","61","17","."
"50003","Bennington County, VT",".",".",".",".","0.09","0.073",".",".",".","28","9.5",".",".","."
"50007","Chittenden County, VT","2.1","1.3","47","12","0.08","0.069",".",".",".","30","9.9","52","20","."
"50021","Rutland County, VT","2.8","1.8","51","12",".",".","54","30","5","33","11.8","48","18","."
"50025","Windham County, VT",".",".",".",".",".",".",".",".",".",".",".","46","18","."
"51013","Arlington County, VA","2.3","1.6","65","21","0.11","0.088",".",".",".","34","15.3",".",".","."
"51033","Caroline County, VA",".",".",".",".","0.11","0.082",".",".",".",".",".",".",".","."
"51035","Carroll County, VA",".",".",".",".",".",".",".",".",".",".",".","33","17","."
"51036","Charles County, VA",".",".","60","10","0.11","0.083","94","16","4","31","12.9",".",".","."
"51041","Chesterfield County, VA",".",".",".",".","0.11","0.078",".",".",".","30","14",".",".","."
"51047","Culpeper County, VA",".",".",".",".",".",".",".",".",".",".",".","36","19","."
"51059","Fairfax County, VA","2.5","1.9","58","17","0.11","0.091","42","20","6","36","14.8","37","21","."
"51061","Fauquier County, VA",".",".",".",".","0.08","0.073",".",".",".",".",".",".",".","."
"51069","Frederick County, VA",".",".",".",".","0.09","0.075",".",".",".",".",".","81","31","."
"51085","Hanover County, VA",".",".",".",".","0.1","0.083",".",".",".",".",".",".",".","."
"51087","Henrico County, VA",".",".",".",".","0.11","0.084",".",".",".","32","13.9",".",".","."
"51101","King William County, VA",".",".",".",".",".",".",".",".",".",".",".","46","22","."
"51107","Loudoun County, VA",".",".","51","14","0.09","0.077",".",".",".","38","14.6",".",".","."
"51113","Madison County, VA",".",".",".",".","0.08","0.08","24","12","2",".",".",".",".","."
"51139","Page County, VA",".",".",".",".","0.09","0.077",".",".",".","32","14",".",".","."
"51153","Prince William County, VA",".",".","39","9","0.09","0.074",".",".",".",".",".",".",".","."
"51161","Roanoke County, VA",".",".","43","14","0.09","0.076","15","9","3",".",".",".",".","."
"51163","Rockbridge County, VA",".",".",".",".","0.08","0.074",".",".",".",".",".",".",".","."
"51165","Rockingham County, VA",".",".","48","14",".",".","19","9","1",".",".","40","21","."
"51179","Stafford County, VA",".",".",".",".","0.1","0.079",".",".",".",".",".",".",".","."
"51187","Warren County, VA",".",".",".",".",".",".",".",".",".",".",".","35","19","."
"51197","Wythe County, VA",".",".",".",".","0.08","0.075",".",".",".",".",".",".",".","."
"51510","Alexandria City, VA","2.3","1.6","70","24","0.1","0.081","78","18","5",".",".",".",".","."
"51520","Bristol City, VA",".",".",".",".",".",".",".",".",".","31","14.3",".",".","."
"51540","Charlottesville City, VA",".",".",".",".",".",".",".",".",".",".",".","39","21","."
"51630","Fredericksburg City, VA",".",".",".",".",".",".",".",".",".",".",".","38","19","."
"51650","Hampton City, VA","3.6","1.8",".",".","0.09","0.078","57","14","3","27","12.5",".",".","."
"51680","Lynchburg City, VA",".",".",".",".",".",".",".",".",".","35","13.4",".",".","."
"51710","Norfolk City, VA","2.1","1.1","38","16",".",".","71","9","6","30","13.5","37","19","."
"51760","Richmond City, VA","3.2","2","61","16",".",".","79","16","4",".",".",".",".","."
"51770","Roanoke City, VA","3","2.2",".",".",".",".",".",".",".","35","15.1","66","30","."
"51775","Salem City, VA",".",".",".",".",".",".",".",".",".","37","16",".",".","."
"51800","Suffolk City, VA",".",".",".",".","0.09","0.078",".",".",".",".",".",".",".","."
"51810","Virginia Beach City, VA",".",".",".",".",".",".",".",".",".","30","12.6",".",".","."
"51840","Winchester City, VA",".",".",".",".",".",".",".",".",".",".",".","40","21","."
"53003","Asotin County, WA",".",".",".",".",".",".",".",".",".",".",".","56","27","."
"53005","Benton County, WA",".",".",".",".",".",".",".",".",".","29","6.9","268","25","."
"53007","Chelan County, WA",".",".",".",".",".",".",".",".",".","23","9",".",".","."
"53009","Clallam County, WA",".",".",".",".","0.07","0.053",".",".",".",".",".",".",".","."
"53011","Clark County, WA","6.9","4.6",".",".","0.08","0.057",".",".",".","34","10.4","44","18","."
"53015","Cowlitz County, WA",".",".",".",".",".",".",".",".",".",".",".","37","24","."
"53033","King County, WA","5.9","3.8","59","18","0.09","0.063","39","12","3","30","11.3","70","24","."
"53037","Kittitas County, WA",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"53039","Klickitat County, WA",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"53041","Lewis County, WA",".",".",".",".","0.06","0.053",".",".",".",".",".",".",".","."
"53047","Okanogan County, WA",".",".",".",".",".",".",".",".",".","32","19.9",".",".","."
"53053","Pierce County, WA","6.1","3.9",".",".","0.08","0.06",".",".",".","41","11.5","44","20","."
"53057","Skagit County, WA",".",".","29","8","0.06","0.048","38","29","1",".",".",".",".","."
"53061","Snohomish County, WA","5","3.6",".",".",".",".",".",".",".","37","10.3",".",".","."
"53063","Spokane County, WA","7.4","5.1",".",".","0.08","0.067",".",".",".","32","10.8","142","29","."
"53065","Stevens County, WA",".",".",".",".",".",".",".",".",".",".",".","109","29","."
"53067","Thurston County, WA",".",".",".",".","0.07","0.059",".",".",".",".",".","32","15","."
"53071","Walla Walla County, WA",".",".",".",".",".",".",".",".",".",".",".","164","24","."
"53073","Whatcom County, WA",".",".",".",".","0.06","0.055",".",".",".",".",".","23","12","."
"53077","Yakima County, WA","4.4","3",".",".",".",".",".",".",".",".",".","59","25","."
"54003","Berkeley County, WV",".",".",".",".","0.09","0.075",".",".",".","37","17",".",".","."
"54009","Brooke County, WV","6.3","2.8",".",".",".",".","189","51","14","45","17.4","84","27","."
"54011","Cabell County, WV",".",".",".",".","0.09","0.082","44","24","5","41","18.1",".",".","."
"54025","Greenbrier County, WV",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"54029","Hancock County, WV","9.2","3.5",".",".","0.09","0.075","148","48","14","44","16.3","98","25","."
"54033","Harrison County, WV",".",".",".",".",".",".",".",".",".","34","14.9",".",".","."
"54039","Kanawha County, WV",".",".",".",".","0.1","0.079","78","28","9","40","17.9","57","22","."
"54049","Marion County, WV",".",".",".",".",".",".",".",".",".","34","15.9",".",".","."
"54051","Marshall County, WV",".",".",".",".",".",".","157","36","12","32","16.2",".",".","."
"54055","Mercer County, WV",".",".",".",".",".",".",".",".",".","33","14.5",".",".","."
"54061","Monongalia County, WV",".",".",".",".","0.09","0.081","167","44","10","35","15",".",".","."
"54069","Ohio County, WV",".",".",".",".","0.1","0.089",".",".",".","31","15.4",".",".","."
"54081","Raleigh County, WV",".",".",".",".",".",".",".",".",".","31","13.9",".",".","."
"54089","Summers County, WV",".",".",".",".",".",".",".",".",".","36","12.5",".",".","."
"54093","Tucker County, WV",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"54099","Wayne County, WV",".",".","78","15",".",".","75","71","9",".",".",".",".","."
"54107","Wood County, WV",".",".",".",".","0.11","0.084","167","33","8","36","16.4",".",".","."
"55003","Ashland County, WI",".",".",".",".","0.07","0.064",".",".",".","21","6.3","6","5","."
"55009","Brown County, WI",".",".",".",".","0.1","0.079","78","14","4","44","13.5","52","23","."
"55021","Columbia County, WI",".",".",".",".","0.09","0.08",".",".",".",".",".",".",".","."
"55025","Dane County, WI",".",".",".",".","0.09","0.077",".",".",".","40","12.7",".",".","."
"55027","Dodge County, WI",".",".",".",".","0.1","0.082",".",".",".","35","11.2","55","22","."
"55029","Door County, WI",".",".",".",".","0.11","0.101",".",".",".",".",".",".",".","."
"55031","Douglas County, WI",".",".",".",".",".",".",".",".",".",".",".","41","22","."
"55035","Eau Claire County, WI",".",".",".",".",".",".",".",".",".",".",".","46","16","."
"55037","Florence County, WI",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"55039","Fond du Lac County, WI",".",".",".",".","0.1","0.082",".",".",".",".",".",".",".","."
"55041","Forest County, WI",".",".",".",".","0.08","0.075","14","7","2","29","7.8","35","12","."
"55043","Grant County, WI",".",".",".",".",".",".",".",".",".","39","12.4",".",".","."
"55055","Jefferson County, WI",".",".",".",".","0.09","0.082",".",".",".",".",".",".",".","."
"55059","Kenosha County, WI",".",".",".",".","0.12","0.093",".",".",".","36","12.5",".",".","."
"55061","Kewaunee County, WI",".",".",".",".","0.11","0.088",".",".",".",".",".",".",".","."
"55063","La Crosse County, WI",".",".",".",".",".",".",".",".",".","33","19.9",".",".","."
"55071","Manitowoc County, WI",".",".","15","3","0.11","0.095",".",".",".","36","11.1",".",".","."
"55073","Marathon County, WI",".",".",".",".","0.09","0.075",".",".",".",".",".",".",".","."
"55079","Milwaukee County, WI","9.5","4.5","55","17","0.13","0.095","44","12","3","47","14.7","67","32","."
"55085","Oneida County, WI",".",".",".",".","0.08","0.074","165","58","5",".",".",".",".","."
"55087","Outagamie County, WI",".",".",".",".","0.09","0.079",".",".",".","37","11.5",".",".","."
"55089","Ozaukee County, WI",".",".","29","5","0.12","0.094",".",".",".","37","12.3",".",".","."
"55101","Racine County, WI",".",".",".",".","0.12","0.095",".",".",".",".",".",".",".","."
"55105","Rock County, WI",".",".",".",".","0.09","0.08",".",".",".",".",".",".",".","."
"55109","St. Croix County, WI",".",".",".",".","0.08","0.071",".",".",".","30","10",".",".","."
"55111","Sauk County, WI",".",".",".",".","0.08","0.076",".",".",".","31","10.9",".",".","."
"55117","Sheboygan County, WI",".",".",".",".","0.12","0.097",".",".",".",".",".","63","21","."
"55119","Taylor County, WI",".",".",".",".",".",".",".",".",".","25","8.5",".",".","."
"55123","Vernon County, WI",".",".",".",".","0.09","0.076",".",".",".",".",".",".",".","."
"55125","Vilas County, WI",".",".",".",".","0.08","0.071",".",".",".","19","6.4","41","11","."
"55127","Walworth County, WI",".",".",".",".","0.1","0.083",".",".",".",".",".",".",".","."
"55131","Washington County, WI",".",".",".",".","0.09","0.08",".",".",".",".",".",".",".","."
"55133","Waukesha County, WI",".",".",".",".","0.1","0.083",".",".",".","41","14.9","69","29","."
"55135","Waupaca County, WI",".",".",".",".",".",".",".",".",".","34","11.6","51","25","."
"56001","Albany County, WY",".",".",".",".",".",".",".",".",".",".",".","51","27","."
"56005","Campbell County, WY",".",".","117","6","0.07","0.063","57","26","4","19","6.4","166","32","."
"56009","Converse County, WY",".",".","34","3",".",".",".",".",".","7","3.2","114","30","."
"56013","Fremont County, WY",".",".",".",".",".",".","26","2","0","30","7.7","51","21","."
"56019","Johnson County, WY",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"56021","Laramie County, WY",".",".",".",".",".",".",".",".",".","9","4.1","34","13","."
"56023","Lincoln County, WY",".",".",".",".",".",".",".",".",".",".",".","57","16","."
"56025","Natrona County, WY",".",".",".",".",".",".",".",".",".",".",".","35","16","."
"56029","Park County, WY",".",".",".",".",".",".",".",".",".",".",".","44","14","."
"56031","Platte County, WY",".",".",".",".",".",".",".",".",".",".",".","50","19","."
"56033","Sheridan County, WY",".",".",".",".",".",".",".",".",".","33","9.5","104","35","."
"56035","Sublette County, WY",".",".","63","9","0.12","0.079",".",".",".","24","5.5","51","10","."
"56037","Sweetwater County, WY",".",".",".",".",".",".",".",".",".",".",".","229","25","."
"56039","Teton County, WY","1.6","0.8",".",".","0.07","0.06",".",".",".","30","6.8","62","19","."
"56045","Weston County, WY",".",".",".",".",".",".","28","6","1",".",".",".",".","."
"72001","Adjuntas Municipio, PR",".",".",".",".",".",".",".",".",".","17","5.8",".",".","."
"72017","Barceloneta Municipio, PR",".",".",".",".",".",".","22","5","2",".",".","35","18","."
"72021","Bayamon Municipio, PR",".",".",".",".",".",".","44","23","3","18","6.3","66","23","."
"72031","Carolina Municipio, PR",".",".",".",".",".",".",".",".",".",".",".","45","24","."
"72033","Catano Municipio, PR",".",".","34","8","0.08","0.029","44","17","4",".",".","108","30","."
"72053","Fajardo Municipio, PR",".",".",".",".",".",".",".",".",".","15","4.7","97","22","."
"72057","Guayama Municipio, PR",".",".",".",".",".",".","11","7","2","22","6.3","88","26","."
"72059","Guayanilla Municipio, PR",".",".",".",".",".",".",".",".",".","18","6.4",".",".","."
"72061","Guaynabo Municipio, PR",".",".",".",".",".",".",".",".",".","19","8","116","36","."
"72069","Humacao Municipio, PR",".",".",".",".",".",".",".",".",".","16","5.2","53","20","."
"72091","Manati Municipio, PR",".",".",".",".",".",".",".",".",".",".",".","39","22","."
"72097","Mayagnez Municipio, PR",".",".",".",".",".",".",".",".",".","21","7.8",".",".","."
"72113","Ponce Municipio, PR",".",".",".",".",".",".",".",".",".","19","7.6","100","49","."
"72119","Rio Grande Municipio, PR",".",".",".",".",".",".",".",".",".",".",".","65","20","."
"72123","Salinas Municipio, PR",".",".",".",".",".",".","67","13","5",".",".",".",".","."
"72127","San Juan Municipio, PR","9.2","3.3","29","9",".",".","21","6","1","16","8","104","40","."
"78010","St Croix, VI",".",".",".",".",".",".","70","16","2","20","11.1","62","29","."
"78020","St John, VI",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"78030","St Thomas, VI",".",".",".",".",".",".",".",".",".","9","3.9","75","31","."
