"County Code","County","CO 2nd Max 1-hr","CO 2nd Max 8-hr","NO2 98th Percentile 1-hr","NO2 Mean 1-hr","Ozone 2nd Max 1-hr","Ozone 4th Max 8-hr","SO2 99th Percentile 1-hr","SO2 2nd Max 24-hr","SO2 Mean 1-hr","PM2.5 98th Percentile 24-hr","PM2.5 Weighted Mean 24-hr","PM10 2nd Max 24-hr","PM10 Mean 24-hr","Lead Max 3-Mo Avg"
"18081","Johnson County, IN",".",".",".",".","0.09","0.077",".",".",".",".",".",".",".","."
"18083","Knox County, IN",".",".",".",".",".",".",".",".",".","42","15.7",".",".","."
"18089","Lake County, IN","4.5","2.3","60","18","0.12","0.089","115","43","4","44","18.7","183","32","."
"18091","LaPorte County, IN",".",".",".",".","0.1","0.089","29","16","3","38","14.1",".",".","."
"18093","Lawrence County, IN",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"18095","Madison County, IN",".",".",".",".","0.1","0.078",".",".",".","38","16.1","47","21","."
"18097","Marion County, IN","4.2","2.4","53","15","0.1","0.081","117","22","5","46","19.3","58","28","."
"18101","Martin County, IN",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"18109","Morgan County, IN",".",".",".",".","0.09","0.078","141","35","6",".",".",".",".","."
"18123","Perry County, IN",".",".",".",".","0.1","0.086",".",".",".",".",".","66","28","."
"18125","Pike County, IN",".",".",".",".",".",".","119","27","7",".",".",".",".","."
"18127","Porter County, IN",".",".",".",".","0.12","0.09","74","18","6","38","14.6","133","25","."
"18129","Posey County, IN",".",".",".",".","0.09","0.077",".",".",".",".",".",".",".","."
"18133","Putnam County, IN",".",".",".",".",".",".",".",".",".",".",".","41","22","."
"18141","St. Joseph County, IN",".",".","52","12","0.1","0.086",".",".",".","42","15.9","88","27","."
"18145","Shelby County, IN",".",".",".",".","0.09","0.08",".",".",".",".",".",".",".","."
"18147","Spencer County, IN",".",".",".",".",".",".","69","22","7","40","16.8",".",".","."
"18153","Sullivan County, IN",".",".",".",".",".",".","54","17","8",".",".",".",".","."
"18157","Tippecanoe County, IN",".",".",".",".",".",".",".",".",".","49","16.5",".",".","."
"18163","Vanderburgh County, IN","3.3","2.1","39","10","0.09","0.08","66","23","5","43","16.9","58","29","."
"18167","Vigo County, IN",".",".",".",".","0.1","0.076","138","32","5","43","15.4","55","25","."
"18173","Warrick County, IN",".",".",".",".","0.09","0.08","143","34","6",".",".",".",".","."
"18175","Washington County, IN",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"18177","Wayne County, IN",".",".",".",".",".",".","126","25","5",".",".",".",".","."
"18183","Whitley County, IN",".",".",".",".",".",".",".",".",".",".",".","92","30","."
"19013","Black Hawk County, IA",".",".",".",".",".",".",".",".",".","35","12.2","54","26","."
"19017","Bremer County, IA",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"19033","Cerro Gordo County, IA",".",".",".",".",".",".","29","10","1",".",".","149","36","."
"19045","Clinton County, IA",".",".",".",".","0.1","0.078","53","15","3","40","13.9","80","22","."
"19055","Delaware County, IA",".",".",".",".",".",".",".",".",".",".",".","35","17","."
"19085","Harrison County, IA",".",".",".",".","0.09","0.08",".",".",".",".",".",".",".","."
"19103","Johnson County, IA",".",".",".",".",".",".",".",".",".","41","13.6",".",".","."
"19111","Lee County, IA",".",".",".",".",".",".",".",".",".",".",".","57","22","."
"19113","Linn County, IA","2.1","1.1",".",".","0.08","0.073","109","42","5","35","11.8","51","23","."
"19137","Montgomery County, IA",".",".",".",".","0.08","0.067",".",".",".","33","11.1","53","21","."
"19139","Muscatine County, IA",".",".",".",".",".",".","133","50","6","37","13.9","79","27","."
"19147","Palo Alto County, IA",".",".",".",".","0.07","0.064",".",".",".","28","10.1","59","19","."
"19153","Polk County, IA","2.8","2.1","48","11","0.08","0.072",".",".",".","34","11.4","72","32","."
"19155","Pottawattamie County, IA",".",".",".",".",".",".",".",".",".","30","12.5","123","33","."
"19163","Scott County, IA",".",".","20","4","0.09","0.077","37","15","3","41","15.2","151","46","."
"19169","Story County, IA",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"19177","Van Buren County, IA",".",".",".",".","0.08","0.068","7","3","1","33","11.8","52","18","."
"19181","Warren County, IA",".",".",".",".","0.08","0.072",".",".",".",".",".",".",".","."
"19193","Woodbury County, IA",".",".",".",".",".",".",".",".",".","25","10.6","72","23","."
"19197","Wright County, IA",".",".",".",".",".",".",".",".",".","27","11.1",".",".","."
"20013","Brown County, KS",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"20017","Chase County, KS",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"20045","Douglas County, KS",".",".",".",".","0.1","0.073",".",".",".",".",".",".",".","."
"20057","Ford County, KS",".",".",".",".",".",".",".",".",".",".",".","53","19","."
"20091","Johnson County, KS",".",".",".",".","0.09","0.081",".",".",".","30","11.8",".",".","."
"20103","Leavenworth County, KS",".",".",".",".","0.1","0.077",".",".",".",".",".",".",".","."
"20107","Linn County, KS","1.7","1.5","23","3","0.09","0.075","18","7","1","31","11.1",".",".","."
"20125","Montgomery County, KS",".",".",".",".",".",".","25","23","1",".",".","57","22","."
"20133","Neosho County, KS",".",".",".",".",".",".",".",".",".",".",".","49","25","."
"20173","Sedgwick County, KS","9.7","4.9","45","11","0.08","0.074",".",".",".","34","11.3","54","25","."
"20177","Shawnee County, KS",".",".",".",".",".",".",".",".",".","31","11.6","43","22","."
"20181","Sherman County, KS",".",".",".",".",".",".",".",".",".",".",".","39","23","."
"20191","Sumner County, KS",".",".","26","5","0.09","0.078","18","2","0","26","11.1",".",".","."
"20195","Trego County, KS",".",".",".",".","0.08","0.071","6","5","1",".",".",".",".","."
"20209","Wyandotte County, KS","4.2","3.1","58","17","0.13","0.079","52","18","4","35","14","76","34","."
"21013","Bell County, KY",".",".",".",".","0.09","0.077",".",".",".","31","15","42","23","."
"21015","Boone County, KY",".",".",".",".","0.1","0.082",".",".",".",".",".",".",".","."
"21019","Boyd County, KY",".",".","38","11","0.1","0.082","52","23","6","36","16","72","33","."
"21029","Bullitt County, KY",".",".","45","9","0.09","0.08",".",".",".","39","16.3","72","27","."
"21037","Campbell County, KY",".",".","42","11","0.11","0.09","133","27","6","38","14.8","59","20","."
"21043","Carter County, KY",".",".",".",".","0.1","0.081",".",".",".","37","13.5",".",".","."
"21047","Christian County, KY",".",".",".",".","0.09","0.078",".",".",".","35","14",".",".","."
"21059","Daviess County, KY",".",".","35","8","0.1","0.083","91","26","5","37","15.1","60","22","."
"21061","Edmonson County, KY",".",".",".",".","0.09","0.075",".",".",".","34","13.6",".",".","."
"21067","Fayette County, KY",".",".","53","12","0.1","0.076","39","14","4","36","16.1","47","24","."
"21073","Franklin County, KY",".",".",".",".",".",".",".",".",".","38","14.6",".",".","."
"21089","Greenup County, KY",".",".",".",".","0.09","0.078","54","23","4",".",".",".",".","."
"21091","Hancock County, KY",".",".",".",".","0.09","0.072",".",".",".",".",".",".",".","."
"21093","Hardin County, KY",".",".",".",".","0.09","0.079",".",".",".","35","14.5","46","20","."
"21101","Henderson County, KY",".",".",".",".","0.09","0.077","99","22","3","37","15.4","54","21","."
"21111","Jefferson County, KY","4","2.6","56","17","0.12","0.085","143","23","5","47","16.8","66","25","."
"21113","Jessamine County, KY",".",".",".",".","0.09","0.079",".",".",".",".",".",".",".","."
"21117","Kenton County, KY",".",".",".",".","0.1","0.084",".",".",".","42","15.9",".",".","."
"21125","Laurel County, KY",".",".",".",".",".",".",".",".",".","30","14.1","39","20","."
"21139","Livingston County, KY",".",".",".",".","0.09","0.075","59","16","6",".",".",".",".","."
"21145","McCracken County, KY",".",".","45","9","0.09","0.074","26","11","2","37","14","66","23","."
"21149","McLean County, KY",".",".",".",".","0.09","0.074",".",".",".",".",".",".",".","."
"21151","Madison County, KY",".",".",".",".",".",".",".",".",".","33","15.2","41","21","."
"21157","Marshall County, KY",".",".",".",".",".",".",".",".",".",".",".","34","20","."
"21183","Ohio County, KY",".",".",".",".","0.08","0.072","65","15","4","35","14.9",".",".","."
"21185","Oldham County, KY",".",".",".",".","0.11","0.089",".",".",".",".",".",".",".","."
"21193","Perry County, KY",".",".",".",".","0.09","0.075",".",".",".","31","13.9","58","25","."
"21195","Pike County, KY",".",".",".",".","0.08","0.069",".",".",".","32","14.1","52","22","."
"21199","Pulaski County, KY",".",".",".",".","0.08","0.075",".",".",".",".",".","40","20","."
"21213","Simpson County, KY",".",".",".",".","0.09","0.079",".",".",".",".",".",".",".","."
"21221","Trigg County, KY",".",".",".",".","0.09","0.075",".",".",".",".",".",".",".","."
"21227","Warren County, KY",".",".","45","9","0.09","0.076","27","9","2","33","14.8","54","18","."
"22005","Ascension Parish, LA",".",".","41","9","0.1","0.078",".",".",".",".",".",".",".","."
"22011","Beauregard Parish, LA",".",".",".",".","0.09","0.074",".",".",".",".",".",".",".","."
"22015","Bossier Parish, LA",".",".",".",".","0.1","0.082","23","7","2",".",".",".",".","."
"22017","Caddo Parish, LA",".",".",".",".","0.1","0.082",".",".",".","31","14","43","22","."
"22019","Calcasieu Parish, LA",".",".","43","8","0.11","0.085","47","14","2","27","12.1",".",".","."
"22029","Concordia Parish, LA",".",".",".",".",".",".",".",".",".","30","12.8",".",".","."
"22033","East Baton Rouge Parish, LA","3.1","2.1","58","16","0.13","0.097","66","17","4","30","15.7",".",".","."
"22043","Grant Parish, LA",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"22047","Iberville Parish, LA",".",".","38","7","0.12","0.088",".",".",".","28","13.9",".",".","."
"22051","Jefferson Parish, LA","18.3","2.9","50","9","0.1","0.083","14","6","2","59","32.7",".",".","."
"22055","Lafayette Parish, LA",".",".",".",".","0.1","0.085",".",".",".","30","11.8",".",".","."
"22057","Lafourche Parish, LA",".",".",".",".","0.1","0.081",".",".",".",".",".",".",".","."
"22063","Livingston Parish, LA",".",".","21","4","0.1","0.077",".",".",".",".",".",".",".","."
"22071","Orleans Parish, LA","2.7","1.7","60","15","0.09","0.068",".",".",".","36","28.1","37","21","."
"22073","Ouachita Parish, LA",".",".",".",".","0.1","0.079","30","8","2","34","13.2",".",".","."
"22075","Plaquemines Parish, LA",".",".",".",".",".",".",".",".",".","23","12.5",".",".","."
"22077","Pointe Coupee Parish, LA",".",".",".",".","0.11","0.086",".",".",".",".",".",".",".","."
"22079","Rapides Parish, LA",".",".",".",".",".",".",".",".",".","31","12",".",".","."
"22087","St. Bernard Parish, LA",".",".",".",".","0.1","0.079","177","24","2","32","14.3",".",".","."
"22089","St. Charles Parish, LA",".",".",".",".","0.09","0.076",".",".",".","34","18","42","22","."
"22093","St. James Parish, LA",".",".",".",".","0.1","0.078",".",".",".",".",".",".",".","."
"22095","St. John the Baptist Parish, LA",".",".",".",".","0.09","0.077",".",".",".",".",".",".",".","."
"22101","St. Mary Parish, LA",".",".",".",".","0.1","0.079",".",".",".",".",".",".",".","."
"22103","St. Tammany Parish, LA",".",".",".",".",".",".",".",".",".","31","16.8",".",".","."
"22105","Tangipahoa Parish, LA",".",".",".",".",".",".",".",".",".","35","14.6",".",".","."
"22109","Terrebonne Parish, LA",".",".",".",".",".",".",".",".",".","28","11.2",".",".","."
"22121","West Baton Rouge Parish, LA",".",".","53","14","0.11","0.086","167","38","8","30","13.7","72","34","."
"22127","Winn Parish, LA",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"23001","Androscoggin County, ME",".",".",".",".","0.1","0.068",".",".",".",".",".","48","20","."
"23003","Aroostook County, ME",".",".",".",".",".",".","33","10","2",".",".","58","19","."
"23005","Cumberland County, ME","0.6","0.5","54","17","0.09","0.073","51","15","4",".",".","81","29","."
"23009","Hancock County, ME","0.6","0.4","5","1","0.1","0.083","8","6","1",".",".",".",".","."
"23011","Kennebec County, ME",".",".",".",".","0.1","0.07",".",".",".",".",".","34","15","."
"23013","Knox County, ME",".",".",".",".","0.1","0.075",".",".",".",".",".",".",".","."
"23017","Oxford County, ME",".",".",".",".","0.08","0.061",".",".",".",".",".",".",".","."
"23019","Penobscot County, ME",".",".",".",".","0.08","0.067",".",".",".",".",".","48","19","."
"23023","Sagadahoc County, ME",".",".",".",".","0.11","0.076",".",".",".",".",".",".",".","."
"23029","Washington County, ME",".",".",".",".","0.08","0.062",".",".",".",".",".",".",".","."
"23031","York County, ME",".",".","42","6","0.09","0.076",".",".",".",".",".",".",".","."
"24003","Anne Arundel County, MD",".",".",".",".","0.11","0.091",".",".",".","39","15.7","52","21","."
"24005","Baltimore County, MD","2.6","1.7","56","15","0.11","0.088","97","19","5","36","15.1","59","24","."
"24009","Calvert County, MD",".",".",".",".","0.1","0.082",".",".",".",".",".",".",".","."
"24013","Carroll County, MD",".",".",".",".","0.11","0.087",".",".",".",".",".",".",".","."
"24015","Cecil County, MD",".",".",".",".","0.14","0.095",".",".",".","32","13.7",".",".","."
"24017","Charles County, MD",".",".",".",".","0.1","0.089",".",".",".",".",".",".",".","."
"24021","Frederick County, MD",".",".",".",".","0.1","0.08",".",".",".",".",".",".",".","."
"24023","Garrett County, MD",".",".",".",".","0.09","0.079",".",".",".",".",".",".",".","."
"24025","Harford County, MD",".",".",".",".","0.13","0.099",".",".",".","35","13.5",".",".","."
"24029","Kent County, MD",".",".",".",".","0.11","0.084",".",".",".",".",".",".",".","."
"24031","Montgomery County, MD",".",".",".",".","0.1","0.083",".",".",".","32","13.6",".",".","."
"24033","Prince George's County, MD",".",".","38","11","0.11","0.092",".",".",".","37","13.8",".",".","."
"24043","Washington County, MD",".",".",".",".","0.09","0.079",".",".",".","33","14.9",".",".","."
"24510","Baltimore (City), MD","9.2","2.7","74","22",".",".",".",".",".","44","17.2","60","27","."
"25001","Barnstable County, MA",".",".","9","3","0.1","0.088",".",".",".",".",".",".",".","."
"25003","Berkshire County, MA",".",".",".",".","0.1","0.087",".",".",".","34","11.8",".",".","."
"25005","Bristol County, MA",".",".",".",".","0.1","0.082","70","20","5","22","10",".",".","."
"25007","Dukes County, MA",".",".",".",".","0.1","0.087",".",".",".",".",".",".",".","."
"25009","Essex County, MA",".",".","45","10","0.12","0.088",".",".",".","28","10.3",".",".","."
"25013","Hampden County, MA","3.3","2.6","48","17","0.13","0.09","53","21","6","34","13.2","53","22","."
"25015","Hampshire County, MA",".",".","37","5","0.12","0.09","21","16","3",".",".","33","13","."
"25017","Middlesex County, MA","2.6","1.8",".",".","0.11","0.083",".",".",".","32","11.7","33","15","."
"25021","Norfolk County, MA",".",".","20","5","0.11","0.089",".",".",".",".",".",".",".","."
"25023","Plymouth County, MA",".",".",".",".",".",".",".",".",".","33","11.1",".",".","."
"25025","Suffolk County, MA","3.6","2.3","68","23","0.11","0.086","54","40","6","37","13.7","57","29","."
"25027","Worcester County, MA","3.3","2.3","50","15","0.11","0.085","26","15","5","31","12.2","53","25","."
"26005","Allegan County, MI",".",".",".",".","0.12","0.094",".",".",".","36","12.4",".",".","."
"26017","Bay County, MI",".",".",".",".",".",".",".",".",".","41","12.4",".",".","."
"26019","Benzie County, MI",".",".",".",".","0.1","0.086",".",".",".",".",".",".",".","."
"26021","Berrien County, MI",".",".",".",".","0.11","0.09",".",".",".","34","13.1",".",".","."
"26027","Cass County, MI",".",".",".",".","0.1","0.086",".",".",".",".",".",".",".","."
"26033","Chippewa County, MI",".",".",".",".",".",".",".",".",".","28","9.3",".",".","."
"26037","Clinton County, MI",".",".",".",".","0.09","0.078",".",".",".",".",".",".",".","."
"26043","Dickinson County, MI",".",".",".",".",".",".",".",".",".","18","6.1",".",".","."
"26049","Genesee County, MI",".",".",".",".","0.09","0.08","22","13","2","36","12.9","67","20","."
"26063","Huron County, MI",".",".",".",".","0.09","0.077",".",".",".",".",".",".",".","."
"26065","Ingham County, MI",".",".",".",".","0.09","0.082",".",".",".","38","13.5",".",".","."
"26071","Iron County, MI",".",".",".",".",".",".",".",".",".","14","4",".",".","."
"26077","Kalamazoo County, MI",".",".",".",".","0.09","0.081",".",".",".","33","14.6",".",".","."
"26081","Kent County, MI","2.6","1.9","60","15","0.1","0.083","23","10","1","46","15.4","58","21","."
"26083","Keweenaw County, MI",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"26089","Leelanau County, MI",".",".",".",".","0.1","0.08",".",".",".",".",".",".",".","."
"26091","Lenawee County, MI",".",".",".",".","0.1","0.082",".",".",".",".",".",".",".","."
"26099","Macomb County, MI","3.6","2",".",".","0.12","0.089","53","18","3","42","14.4",".",".","."
"26105","Mason County, MI",".",".",".",".","0.11","0.085",".",".",".",".",".",".",".","."
"26113","Missaukee County, MI",".",".",".",".","0.08","0.074",".",".",".","31","9.5",".",".","."
"26115","Monroe County, MI",".",".",".",".",".",".",".",".",".","49","15.7",".",".","."
"26121","Muskegon County, MI",".",".",".",".","0.11","0.09",".",".",".","41","13.1",".",".","."
"26125","Oakland County, MI","3.4","2.1",".",".","0.1","0.078",".",".",".","52","15.5",".",".","."
"26139","Ottawa County, MI",".",".",".",".","0.11","0.086",".",".",".","42","14",".",".","."
"26145","Saginaw County, MI",".",".",".",".",".",".",".",".",".","38","11.7",".",".","."
"26147","St. Clair County, MI",".",".",".",".","0.11","0.088","137","45","6","48","15.1",".",".","."
"26153","Schoolcraft County, MI","0.7","0.4",".",".","0.11","0.085","14","5","0",".",".",".",".","."
"26161","Washtenaw County, MI",".",".",".",".","0.1","0.083",".",".",".","55","16.7",".",".","."
"26163","Wayne County, MI","3.4","2","60","20","0.1","0.08","125","43","6","58","18.5","132","40","."
"27003","Anoka County, MN","3.7","2.7","48","12","0.09","0.077","25","10","1",".",".",".",".","."
"27005","Becker County, MN",".",".",".",".","0.07","0.066",".",".",".",".",".",".",".","."
"27017","Carlton County, MN",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"27021","Cass County, MN",".",".",".",".",".",".",".",".",".","22","5.6",".",".","."
"27035","Crow Wing County, MN",".",".",".",".","0.08","0.069",".",".",".",".",".",".",".","."
"27037","Dakota County, MN","0.7","0.5","40","11",".",".","19","5","1","28","10.3",".",".","."
"27049","Goodhue County, MN",".",".",".",".","0.09","0.072",".",".",".",".",".",".",".","."
"27053","Hennepin County, MN","3.3","1.8",".",".",".",".","89","25","2","30","10.3","54","23","."
"27075","Lake County, MN",".",".",".",".","0.07","0.067",".",".",".",".",".",".",".","."
"27083","Lyon County, MN",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"27095","Mille Lacs County, MN",".",".",".",".","0.09","0.073",".",".",".","27","7",".",".","."
"27109","Olmsted County, MN",".",".",".",".","0.08","0.074",".",".",".","33","11.3",".",".","."
"27123","Ramsey County, MN","5.6","3",".",".",".",".",".",".",".","31","12.2","63","29","."
"27133","Rock County, MN",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"27137","Saint Louis County, MN","4.2","1.6",".",".","0.08","0.07",".",".",".","25","7.8","54","26","."
"27139","Scott County, MN",".",".",".",".","0.1","0.073",".",".",".","27","9.6",".",".","."
"27145","Stearns County, MN","4","2.4",".",".","0.07","0.063",".",".",".","25","9.3",".",".","."
"27163","Washington County, MN",".",".",".",".","0.09","0.072","23","5","1",".",".","55","26","."
"27169","Winona County, MN",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"27171","Wright County, MN",".",".",".",".","0.08","0.072",".",".",".",".",".",".",".","."
"28001","Adams County, MS",".",".",".",".","0.08","0.074",".",".",".","33","12.3",".",".","."
"28011","Bolivar County, MS",".",".",".",".","0.08","0.074",".",".",".","33","13.3",".",".","."
"28033","DeSoto County, MS",".",".",".",".","0.11","0.084",".",".",".","40","13.3",".",".","."
"28035","Forrest County, MS",".",".",".",".",".",".",".",".",".","31","13.8",".",".","."
"28045","Hancock County, MS",".",".","16","4","0.09","0.075",".",".",".","40","16.6",".",".","."
"28047","Harrison County, MS",".",".",".",".","0.1","0.084",".",".",".","52","18.8",".",".","."
"28049","Hinds County, MS","3.4","2.6",".",".","0.08","0.072","19","5","1","37","13.7",".",".","."
"28059","Jackson County, MS",".",".","50","9","0.09","0.08","36","12","3","32","15.2","29","18","."
"28067","Jones County, MS",".",".",".",".",".",".",".",".",".","34","14.8",".",".","."
"28075","Lauderdale County, MS",".",".",".",".","0.09","0.078",".",".",".","33","14.1",".",".","."
"28081","Lee County, MS",".",".",".",".","0.09","0.076",".",".",".","39","13.2",".",".","."
"28087","Lowndes County, MS",".",".",".",".",".",".",".",".",".","41","13.4",".",".","."
"28093","Marshall County, MS",".",".","23","4","0.05","0.047","13","4","2",".",".",".",".","."
"28109","Pearl River County, MS",".",".",".",".",".",".",".",".",".","29","12.4",".",".","."
"28121","Rankin County, MS",".",".",".",".",".",".",".",".",".","16","8.3",".",".","."
"28123","Scott County, MS",".",".",".",".",".",".",".",".",".","27","12.5",".",".","."
"28149","Warren County, MS",".",".",".",".",".",".",".",".",".","39","13",".",".","."
"29019","Boone County, MO",".",".",".",".",".",".",".",".",".","35","12.9",".",".","."
"29021","Buchanan County, MO",".",".",".",".",".",".",".",".",".","35","14.5","66","32","."
"29037","Cass County, MO",".",".",".",".","0.09","0.081",".",".",".","31","11.6",".",".","."
"29039","Cedar County, MO",".",".",".",".","0.09","0.079",".",".",".","33","12.1",".",".","."
"29047","Clay County, MO",".",".","41","6","0.11","0.088",".",".",".","31","12.2","51","22","."
"29049","Clinton County, MO",".",".",".",".","0.1","0.087",".",".",".",".",".",".",".","."
"29053","Cooper County, MO",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"29077","Greene County, MO","4","2.8","54","12","0.09","0.077","95","30","3","34","13","44","19","."
"29093","Iron County, MO",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"29095","Jackson County, MO","3.6","2.4","58","18",".",".","139","59","6","34","14.1","56","25","."
"29097","Jasper County, MO",".",".",".",".",".",".",".",".",".",".",".","130","34","."
"29099","Jefferson County, MO",".",".",".",".","0.11","0.092","318","68","10","40","15.4",".",".","."
"29113","Lincoln County, MO",".",".",".",".","0.11","0.089",".",".",".",".",".",".",".","."
"29137","Monroe County, MO",".",".",".",".","0.09","0.076","15","10","2","32","12.1","35","17","."
"29157","Perry County, MO",".",".",".",".","0.1","0.08",".",".",".",".",".",".",".","."
"29163","Pike County, MO",".",".",".",".",".",".","52","15","3",".",".",".",".","."
"29165","Platte County, MO",".",".",".",".","0.11","0.086","24","7","3",".",".",".",".","."
"29183","Saint Charles County, MO",".",".","39","9","0.12","0.092",".",".",".","39","15.2",".",".","."
"29186","Sainte Genevieve County, MO",".",".","22","4","0.11","0.084",".",".",".","36","15",".",".","."
"29189","Saint Louis County, MO","1.7","1.3","60","20","0.11","0.089","70","18","5","44","15.8","75","28","."
"29207","Stoddard County, MO",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"29213","Taney County, MO",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"29510","St. Louis City, MO","4.7","3","66","22","0.12","0.091","70","24","4","41","16.1","196","56","."
"30003","Big Horn County, MT",".",".",".",".",".",".",".",".",".",".",".","95","24","."
"30013","Cascade County, MT","3.7","2",".",".",".",".","70","27","3","18","5.9","21","8","."
"30027","Fergus County, MT",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"30029","Flathead County, MT","5.5","3.3",".",".","0.06","0.057",".",".",".","22","9.7","104","26","."
"30031","Gallatin County, MT","2.6","0.9",".",".",".",".",".",".",".","36","11","47","20","."
"30035","Glacier County, MT",".",".",".",".",".",".",".",".",".",".",".","32","15","."
"30047","Lake County, MT",".",".",".",".",".",".",".",".",".","30","8.5","82","19","."
"30049","Lewis and Clark County, MT",".",".",".",".",".",".",".",".",".","38","8.5","55","21","."
"30053","Lincoln County, MT",".",".",".",".",".",".",".",".",".","51","15.8","99","29","."
"30055","McCone County, MT",".",".",".",".",".",".",".",".",".",".",".","17","7","."
"30063","Missoula County, MT","4.3","3.6",".",".",".",".",".",".",".","43","11.5","75","23","."
"30077","Powell County, MT",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"30081","Ravalli County, MT",".",".",".",".",".",".",".",".",".","53","7.7","49","19","."
"30085","Roosevelt County, MT",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"30087","Rosebud County, MT",".",".",".",".",".",".",".",".",".","26","7.7","80","22","."
"30089","Sanders County, MT",".",".",".",".",".",".",".",".",".","15","6.2","33","14","."
"30091","Sheridan County, MT",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"30093","Silver Bow County, MT","4.7","3.2",".",".",".",".",".",".",".","36","10.3","73","21","."
"30097","Sweet Grass County, MT",".",".",".",".",".",".",".",".",".",".",".","23","6","."
"30111","Yellowstone County, MT","5.6","3.5","25","3","0.07","0.058","87","24","5","21","7.5","59","17","."
"31025","Cass County, NE",".",".",".",".",".",".",".",".",".","26","10.5","109","32","."
"31047","Dawson County, NE",".",".",".",".",".",".",".",".",".",".",".","105","39","."
"31055","Douglas County, NE","3.6","2.6",".",".","0.08","0.07","109","49","3","30","11.1","122","47","."
"31069","Garden County, NE",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"31079","Hall County, NE",".",".",".",".",".",".",".",".",".","23","8.3",".",".","."
"31109","Lancaster County, NE","4.1","2.8",".",".","0.07","0.056",".",".",".","29","9.9",".",".","."
"31111","Lincoln County, NE",".",".",".",".",".",".",".",".",".","21","7.9",".",".","."
"31153","Sarpy County, NE",".",".",".",".",".",".",".",".",".","27","10.7",".",".","."
"31157","Scotts Bluff County, NE",".",".",".",".",".",".",".",".",".","13","5.3",".",".","."
"31171","Thomas County, NE",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"31173","Thurston County, NE",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"31177","Washington County, NE",".",".",".",".",".",".",".",".",".","24","10.1",".",".","."
"32001","Churchill County, NV",".",".",".",".","0.06","0.058",".",".",".",".",".",".",".","."
"32003","Clark County, NV","6.3","5.2","63","20","0.12","0.089","10","8","5","29","10","142","40","."
"32005","Douglas County, NV","7.8","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"32007","Elko County, NV",".",".",".",".",".",".",".",".",".",".",".","71","23","."
"32021","Mineral County, NV",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"32023","Nye County, NV",".",".",".",".",".",".",".",".",".",".",".","83","51","."
"32031","Washoe County, NV","4.4","3.2","65","18","0.08","0.069",".",".",".","52","9","142","48","."
"32033","White Pine County, NV",".",".",".",".","0.08","0.073",".",".",".",".",".",".",".","."
"32510","Carson City, NV","4.3","2.7",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"33001","Belknap County, NH",".",".",".",".","0.09","0.073",".",".",".","19","7.8",".",".","."
"33005","Cheshire County, NH",".",".",".",".","0.09","0.074",".",".",".","29","12",".",".","."
"33007","Coos County, NH",".",".",".",".","0.09","0.077",".",".",".","26","10.6",".",".","."
"33009","Grafton County, NH",".",".",".",".","0.08","0.068",".",".",".","31","9.2",".",".","."
"33011","Hillsborough County, NH","6.1","3.2","49","11","0.11","0.082","47","21","4","27","10.5","47","20","."
"33013","Merrimack County, NH",".",".",".",".","0.09","0.075","166","53","7","24","10.1",".",".","."
"33015","Rockingham County, NH",".",".","38","7","0.1","0.075","69","17","3","25","9","38","16","."
"33019","Sullivan County, NH",".",".",".",".","0.08","0.067",".",".",".","35","10.8",".",".","."
"34001","Atlantic County, NJ",".",".",".",".","0.1","0.084","20","9","2","25","11.8","50","23","."
"34003","Bergen County, NJ","3.4","2.8","76","22","0.12","0.091","37","16","4","41","14.5","78","35","."
"34005","Burlington County, NJ","4.3","2.5",".",".",".",".","32","16","4",".",".",".",".","."
"34007","Camden County, NJ","3.9","3","70","20","0.11","0.092","40","17","5","40","16.1","78","40","."
"34011","Cumberland County, NJ",".",".",".",".","0.11","0.085","23","13","4",".",".",".",".","."
