"County Code","County","CO 2nd Max 1-hr","CO 2nd Max 8-hr","NO2 98th Percentile 1-hr","NO2 Mean 1-hr","Ozone 2nd Max 1-hr","Ozone 4th Max 8-hr","SO2 99th Percentile 1-hr","SO2 2nd Max 24-hr","SO2 Mean 1-hr","PM2.5 98th Percentile 24-hr","PM2.5 Weighted Mean 24-hr","PM10 2nd Max 24-hr","PM10 Mean 24-hr","Lead Max 3-Mo Avg"
"41039","Lane County, OR",".",".",".",".","0.06","0.056",".",".",".","41","9.8","42","16","."
"41047","Marion County, OR",".",".",".",".","0.07","0.055",".",".",".",".",".",".",".","."
"41051","Multnomah County, OR","2.2","1.8","33","10","0.08","0.053","5","3","1","36","8.7","43","15","0"
"41059","Umatilla County, OR",".",".",".",".","0.07","0.062",".",".",".","32","8",".",".","."
"41061","Union County, OR",".",".",".",".",".",".",".",".",".",".",".","34","14","."
"41067","Washington County, OR",".",".",".",".","0.06","0.052",".",".",".","43","9.1","42","12","."
"42001","Adams County, PA","0.8","0.7","20","2","0.08","0.067",".",".",".","25","10.4",".",".","."
"42003","Allegheny County, PA","2.1","1.5","40","11","0.09","0.076","81","24","4","31","12","65","24","0.03"
"42005","Armstrong County, PA",".",".",".",".","0.09","0.078",".",".",".","23","10.7",".",".","."
"42007","Beaver County, PA",".",".","38","10","0.09","0.072","42","12","3","25","11.2","40","11","0.22"
"42011","Berks County, PA","0.8","0.6","34","7","0.08","0.068","20","4","1","38","12.8","33","12","0.17"
"42013","Blair County, PA",".",".",".",".","0.07","0.065","33","11","2","33","12.2","36","14","."
"42015","Bradford County, PA",".",".","20","4","0.06","0.053",".",".",".",".",".",".",".","."
"42017","Bucks County, PA","2.4","1.8","34","8","0.09","0.073","16","8","2","37","11.6",".",".","."
"42021","Cambria County, PA","2","1.6","37","8","0.08","0.065","32","13","5","30","11.9","86","25","."
"42025","Carbon County, PA",".",".",".",".",".",".",".",".",".",".",".",".",".","0.15"
"42027","Centre County, PA",".",".","34","5","0.07","0.065","18","4","0","22","9.1",".",".","."
"42029","Chester County, PA",".",".",".",".","0.08","0.068",".",".",".","29","10.8",".",".","."
"42033","Clearfield County, PA",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"42041","Cumberland County, PA",".",".",".",".",".",".",".",".",".","40","12.1",".",".","."
"42043","Dauphin County, PA",".",".",".",".","0.08","0.068",".",".",".","36","14.6","59","21","."
"42045","Delaware County, PA",".",".","43","9","0.08","0.069","15","10","2","31","11.5","51","16","0.01"
"42047","Elk County, PA",".",".",".",".","0.07","0.065",".",".",".",".",".",".",".","."
"42049","Erie County, PA","1.1","0.8","36","6","0.08","0.068","12","6","1","26","12.2","31","11","."
"42055","Franklin County, PA",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","0.01"
"42059","Greene County, PA",".",".",".",".","0.08","0.066","16","5","1",".",".",".",".","."
"42063","Indiana County, PA",".",".",".",".","0.08","0.072","66","16","3",".",".",".",".","0.01"
"42069","Lackawanna County, PA","1.8","1.3","40","8","0.08","0.067",".",".",".","24","9.2",".",".","."
"42071","Lancaster County, PA",".",".","37","9","0.08","0.066",".",".",".","34","11.3","44","13","0.07"
"42073","Lawrence County, PA","1","0.9",".",".","0.08","0.068","39","10","1",".",".","54","19","0.02"
"42075","Lebanon County, PA",".",".",".",".","0.09","0.072",".",".",".","36","11.2",".",".","."
"42077","Lehigh County, PA",".",".",".",".","0.08","0.068",".",".",".",".",".","42","12","."
"42079","Luzerne County, PA",".",".",".",".","0.08","0.063","7","5","1",".",".","45","15","0.06"
"42081","Lycoming County, PA",".",".",".",".","0.07","0.065",".",".",".",".",".","22","12","."
"42085","Mercer County, PA",".",".",".",".","0.08","0.069",".",".",".","24","11.4",".",".","."
"42089","Monroe County, PA",".",".",".",".","0.07","0.062",".",".",".","22","9.4",".",".","."
"42091","Montgomery County, PA",".",".",".",".","0.08","0.069","8","5","1","28","10.1",".",".","."
"42095","Northampton County, PA","1.5","1.1","37","9","0.07","0.065","14","6","1","37","12.6","53","16","."
"42099","Perry County, PA",".",".","21","3","0.07","0.065","9","3","0",".",".",".",".","."
"42101","Philadelphia County, PA","2.3","1.7","52","17","0.08","0.071","15","6","2","36","11.6","64","31","0.04"
"42111","Somerset County, PA",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"42117","Tioga County, PA",".",".","11","1","0.07","0.066",".",".",".",".",".",".",".","."
"42123","Warren County, PA",".",".",".",".",".",".","123","27","5",".",".",".",".","."
"42125","Washington County, PA","1.2","0.7","34","8","0.09","0.071","21","9","3","22","10.6","32","15","."
"42129","Westmoreland County, PA",".",".",".",".","0.08","0.07",".",".",".","27","13",".",".","0.02"
"42133","York County, PA","2","1.2","39","10","0.09","0.068","19","4","1","32","11.5","43","15","."
"44003","Kent County, RI",".",".","8","1","0.1","0.073",".",".",".","15","6.3","17","9","."
"44007","Providence County, RI","2","1.3","43","10","0.1","0.076","14","5","1","23","9.5","41","19","0.01"
"44009","Washington County, RI",".",".",".",".","0.1","0.079",".",".",".","17","5.2",".",".","."
"45001","Abbeville County, SC",".",".",".",".","0.07","0.056",".",".",".",".",".",".",".","."
"45003","Aiken County, SC",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"45007","Anderson County, SC",".",".",".",".","0.06","0.057",".",".",".",".",".",".",".","."
"45015","Berkeley County, SC",".",".",".",".","0.07","0.058",".",".",".",".",".",".",".","."
"45019","Charleston County, SC",".",".","37","7","0.07","0.059","12","6","1","17","8.1","34","15","."
"45021","Cherokee County, SC",".",".",".",".","0.08","0.063",".",".",".",".",".",".",".","."
"45025","Chesterfield County, SC",".",".",".",".","0.06","0.058",".",".",".","18","8.2","23","13","."
"45029","Colleton County, SC",".",".",".",".","0.06","0.05",".",".",".",".",".",".",".","."
"45031","Darlington County, SC",".",".",".",".","0.07","0.059",".",".",".",".",".",".",".","."
"45037","Edgefield County, SC",".",".",".",".","0.06","0.048",".",".",".","22","8.9",".",".","."
"45041","Florence County, SC",".",".",".",".",".",".",".",".",".","18","9.1",".",".","."
"45043","Georgetown County, SC",".",".",".",".",".",".",".",".",".",".",".","60","18","."
"45045","Greenville County, SC",".",".","45","8","0.07","0.061","3","1","0","21","9.2","29","13","."
"45063","Lexington County, SC",".",".",".",".",".",".","30","7","1","19","9","36","16","."
"45073","Oconee County, SC",".",".",".",".","0.06","0.053","4","1","0",".",".",".",".","."
"45077","Pickens County, SC",".",".",".",".","0.07","0.06",".",".",".",".",".",".",".","."
"45079","Richland County, SC","1.1","0.7","34","4","0.07","0.061","22","3","0","20","9.2","34","15","0"
"45083","Spartanburg County, SC",".",".",".",".","0.08","0.065",".",".",".","20","9",".",".","."
"45091","York County, SC",".",".",".",".","0.08","0.063","3","1","0",".",".",".",".","."
"46011","Brookings County, SD",".",".",".",".","0.07","0.063",".",".",".","23","8.2","74","20","."
"46013","Brown County, SD",".",".",".",".",".",".",".",".",".","22","7.3","66","20","."
"46029","Codington County, SD",".",".",".",".",".",".",".",".",".","21","9.7","73","20","."
"46033","Custer County, SD",".",".",".",".","0.07","0.061",".",".",".","9","3.1","25","7","."
"46071","Jackson County, SD",".",".","6","1","0.07","0.062","9","3","0","14","5.3","40","9","."
"46093","Meade County, SD",".",".",".",".","0.07","0.063",".",".",".",".",".","35","13","."
"46099","Minnehaha County, SD","1.1","0.5","34","5","0.08","0.067","3","1","1","25","8.9","55","20","."
"46103","Pennington County, SD",".",".","39","7",".",".","9","2","0","17","7.9","128","38","."
"46127","Union County, SD","0.5","0.3","39","4","0.07","0.063","6","2","0","24","10.5","75","20","."
"47001","Anderson County, TN",".",".",".",".","0.07","0.06","5","2","1",".",".",".",".","."
"47009","Blount County, TN","1.1","0.3",".",".","0.08","0.064","4","1","0","17","8.6",".",".","."
"47011","Bradley County, TN",".",".",".",".",".",".","33","10","2",".",".",".",".","."
"47025","Claiborne County, TN",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"47037","Davidson County, TN","1.6","1.2","39","10","0.08","0.06","9","2","1","21","10.1","29","17","."
"47041","DeKalb County, TN",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"47045","Dyer County, TN",".",".",".",".",".",".",".",".",".","17","9",".",".","."
"47065","Hamilton County, TN",".",".",".",".","0.08","0.064",".",".",".","20","9.3","31","15","."
"47089","Jefferson County, TN",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"47093","Knox County, TN",".",".",".",".","0.07","0.061",".",".",".","20","10.1","27","16","0.11"
"47099","Lawrence County, TN",".",".",".",".",".",".",".",".",".","16","7.8",".",".","."
"47105","Loudon County, TN",".",".",".",".","0.07","0.061",".",".",".","17","9.1",".",".","."
"47107","McMinn County, TN",".",".",".",".",".",".","44","11","1","17","8.8",".",".","."
"47113","Madison County, TN",".",".",".",".",".",".",".",".",".","18","8.6",".",".","."
"47119","Maury County, TN",".",".",".",".",".",".",".",".",".","15","7.9",".",".","."
"47121","Meigs County, TN",".",".",".",".","0.07","0.059",".",".",".",".",".",".",".","."
"47125","Montgomery County, TN",".",".","18","3",".",".","28","6","1","20","9.1","26","14","."
"47141","Putnam County, TN",".",".",".",".",".",".",".",".",".","17","8.3",".",".","."
"47145","Roane County, TN",".",".",".",".",".",".",".",".",".","23","11.7","56","20","."
"47155","Sevier County, TN",".",".",".",".","0.07","0.065","4","1","0",".",".",".",".","."
"47157","Shelby County, TN","2.4","1.9",".",".","0.08","0.069","9","4","1","20","9.5","51","19","0"
"47163","Sullivan County, TN","2.8","0.9","64","11","0.08","0.063","85","19","3","16","8.6",".",".","0.05"
"47165","Sumner County, TN",".",".",".",".","0.08","0.068",".",".",".","21","8.9",".",".","."
"47173","Union County, TN",".",".",".",".",".",".",".",".",".",".",".","69","22","."
"47187","Williamson County, TN",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"47189","Wilson County, TN",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"48027","Bell County, TX",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"48029","Bexar County, TX",".",".","40","5","0.09","0.083","15","3","1","26","8.3","71","23","0.02"
"48037","Bowie County, TX",".",".",".",".",".",".",".",".",".","28","10.4",".",".","."
"48039","Brazoria County, TX",".",".","32","4","0.11","0.084",".",".",".",".",".",".",".","."
"48043","Brewster County, TX",".",".",".",".","0.07","0.066",".",".",".",".",".",".",".","."
"48061","Cameron County, TX","1.5","0.8",".",".","0.07","0.062",".",".",".","26","10.6",".",".","0"
"48085","Collin County, TX",".",".",".",".","0.09","0.078",".",".",".",".",".",".",".","0.08"
"48113","Dallas County, TX","2","1.5","49","12","0.1","0.081","5","2","0","26","12.9","93","30","0.01"
"48121","Denton County, TX",".",".","39","7","0.1","0.085",".",".",".",".",".",".",".","."
"48139","Ellis County, TX",".",".","35","5","0.09","0.075","16","3","1","25","8.9",".",".","."
"48141","El Paso County, TX","6.6","2.6","56","14","0.1","0.073","9","3","0","36","10.9","233","61","0.03"
"48167","Galveston County, TX",".",".","32","3","0.08","0.064","10","5","1","27","7.6","46","19","."
"48183","Gregg County, TX",".",".","23","5","0.09","0.071","65","12","2",".",".",".",".","."
"48201","Harris County, TX","2.8","1.9","58","13","0.1","0.081","35","8","1","24","12.2","80","31","0.01"
"48203","Harrison County, TX",".",".","19","3","0.08","0.07",".",".",".","23","9.4","53","16","."
"48215","Hidalgo County, TX",".",".",".",".","0.06","0.055",".",".",".","31","10.3","88","33","."
"48221","Hood County, TX",".",".",".",".","0.1","0.075",".",".",".",".",".",".",".","."
"48231","Hunt County, TX",".",".","28","4","0.08","0.07",".",".",".",".",".",".",".","."
"48245","Jefferson County, TX","0.7","0.5","33","6","0.08","0.067","50","13","1",".",".",".",".","."
"48251","Johnson County, TX",".",".",".",".","0.1","0.077",".",".",".",".",".",".",".","."
"48257","Kaufman County, TX",".",".","28","3","0.09","0.075","15","3","1",".",".",".",".","0.05"
"48309","McLennan County, TX","0.4","0.3","24","3","0.08","0.072","7","2","0",".",".",".",".","."
"48339","Montgomery County, TX",".",".","25","3","0.09","0.075",".",".",".",".",".",".",".","."
"48349","Navarro County, TX",".",".","28","4","0.09","0.074","30","7","1",".",".",".",".","."
"48355","Nueces County, TX",".",".",".",".","0.08","0.066","7","2","0","29","9.8","55","23","."
"48361","Orange County, TX",".",".","28","5","0.08","0.067",".",".",".",".",".",".",".","."
"48367","Parker County, TX",".",".",".",".","0.09","0.074",".",".",".",".",".",".",".","."
"48373","Polk County, TX",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"48375","Potter County, TX",".",".",".",".",".",".","25","3","0",".",".",".",".","0"
"48381","Randall County, TX",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"48397","Rockwall County, TX",".",".",".",".","0.09","0.073",".",".",".",".",".",".",".","."
"48423","Smith County, TX",".",".","17","3","0.09","0.071",".",".",".",".",".",".",".","."
"48439","Tarrant County, TX","1.7","1","48","9","0.1","0.084",".",".",".","26","10.5","63","19","."
"48453","Travis County, TX","0.6","0.4","33","5","0.08","0.07","5","2","1","27","8.2","57","20","."
"48469","Victoria County, TX",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"48479","Webb County, TX","2.2","1.2",".",".","0.08","0.065",".",".",".",".",".","105","38","0.01"
"49003","Box Elder County, UT",".",".",".",".","0.08","0.071",".",".",".","54","10.5",".",".","."
"49005","Cache County, UT",".",".","57","14","0.08","0.066",".",".",".","74","17.8","85","24","."
"49007","Carbon County, UT",".",".","27","4","0.08","0.067",".",".",".",".",".",".",".","."
"49009","Daggett County, UT",".",".",".",".","0.07","0.066",".",".",".",".",".",".",".","."
